time,band,x,y,spatial_ref,pnt_catd
2022-06-01,1,629550.0,4219110.0,0,25.020301513671882
2022-06-02,1,629550.0,4219110.0,0,16.10434448242188
2022-06-03,1,629550.0,4219110.0,0,6.28728515625005
2022-06-06,1,629550.0,4219110.0,0,41.47327514648441
2022-06-07,1,629550.0,4219110.0,0,31.37391357421876
2022-06-08,1,629550.0,4219110.0,0,35.84341552734378
2022-06-09,1,629550.0,4219110.0,0,33.43845092773438
2022-06-10,1,629550.0,4219110.0,0,31.338856201171893
2022-06-11,1,629550.0,4219110.0,0,31.699255371093784
2022-06-14,1,629550.0,4219110.0,0,12.971241455078143
2022-06-15,1,629550.0,4219110.0,0,18.23675537109375
2022-06-16,1,629550.0,4219110.0,0,17.632923583984393
2022-06-17,1,629550.0,4219110.0,0,9.973188476562541
2022-06-18,1,629550.0,4219110.0,0,18.255716552734384
2022-06-19,1,629550.0,4219110.0,0,9.990573730468782
2022-06-22,1,629550.0,4219110.0,0,15.207254638671884
2022-06-23,1,629550.0,4219110.0,0,21.281483154296893
2022-06-24,1,629550.0,4219110.0,0,27.241976318359377
2022-06-25,1,629550.0,4219110.0,0,26.899818115234382
2022-06-26,1,629550.0,4219110.0,0,28.066982421875025
2022-06-27,1,629550.0,4219110.0,0,25.89518920898439
2022-06-30,1,629550.0,4219110.0,0,22.77836425781254
2022-07-01,1,629550.0,4219110.0,0,25.781967773437543
2022-07-02,1,629550.0,4219110.0,0,22.357961425781298
2022-07-03,1,629550.0,4219110.0,0,25.068439941406268
2022-07-04,1,629550.0,4219110.0,0,18.37137329101563
2022-07-05,1,629550.0,4219110.0,0,21.476984863281245
2022-07-08,1,629550.0,4219110.0,0,27.71812011718754
2022-07-09,1,629550.0,4219110.0,0,26.40876220703126
2022-07-10,1,629550.0,4219110.0,0,25.987720947265643
2022-07-11,1,629550.0,4219110.0,0,24.377050781250034
2022-07-12,1,629550.0,4219110.0,0,25.07548095703129
2022-07-13,1,629550.0,4219110.0,0,27.970549316406277
2022-07-16,1,629550.0,4219110.0,0,24.17110351562502
2022-07-17,1,629550.0,4219110.0,0,21.966851806640648
2022-07-18,1,629550.0,4219110.0,0,21.53244506835938
2022-07-19,1,629550.0,4219110.0,0,21.43485839843754
2022-07-20,1,629550.0,4219110.0,0,23.07350830078127
2022-07-21,1,629550.0,4219110.0,0,24.09617187500004
2022-07-24,1,629550.0,4219110.0,0,20.55512451171876
2022-07-25,1,629550.0,4219110.0,0,19.756730957031266
2022-07-26,1,629550.0,4219110.0,0,19.44819335937501
2022-07-27,1,629550.0,4219110.0,0,18.930373535156264
2022-07-28,1,629550.0,4219110.0,0,NA
2022-07-29,1,629550.0,4219110.0,0,20.508945312500032
2022-08-01,1,629550.0,4219110.0,0,NA
2022-08-02,1,629550.0,4219110.0,0,6.459014892578125
2022-08-03,1,629550.0,4219110.0,0,7.620245361328159
2022-08-04,1,629550.0,4219110.0,0,6.52392211914065
2022-08-05,1,629550.0,4219110.0,0,8.859326171875011
2022-08-06,1,629550.0,4219110.0,0,6.531047363281289
2022-08-09,1,629550.0,4219110.0,0,22.579055175781264
2022-08-10,1,629550.0,4219110.0,0,21.321148681640636
2022-08-11,1,629550.0,4219110.0,0,19.831197509765673
2022-08-12,1,629550.0,4219110.0,0,23.318382568359425
2022-08-13,1,629550.0,4219110.0,0,22.86724121093755
2022-08-14,1,629550.0,4219110.0,0,22.939020996093745
2022-08-17,1,629550.0,4219110.0,0,26.42563354492188
2022-08-18,1,629550.0,4219110.0,0,21.35856811523439
2022-08-19,1,629550.0,4219110.0,0,23.125001220703155
2022-08-20,1,629550.0,4219110.0,0,22.456680908203168
2022-08-21,1,629550.0,4219110.0,0,22.771352539062548
2022-08-22,1,629550.0,4219110.0,0,21.963016357421907
2022-08-25,1,629550.0,4219110.0,0,26.231411132812525
2022-08-26,1,629550.0,4219110.0,0,25.40348632812504
2022-08-27,1,629550.0,4219110.0,0,25.920020751953132
2022-08-28,1,629550.0,4219110.0,0,24.412506103515625
2022-08-29,1,629550.0,4219110.0,0,18.769650878906248
2022-08-30,1,629550.0,4219110.0,0,26.264530029296907
2022-09-02,1,629550.0,4219110.0,0,17.21236694335937
2022-09-03,1,629550.0,4219110.0,0,20.53145874023437
2022-09-04,1,629550.0,4219110.0,0,21.186905517578168
2022-09-05,1,629550.0,4219110.0,0,15.547124023437505
2022-09-06,1,629550.0,4219110.0,0,19.88059814453129
2022-09-07,1,629550.0,4219110.0,0,15.3889086914063
2022-09-10,1,629550.0,4219110.0,0,25.65003295898441
2022-09-11,1,629550.0,4219110.0,0,30.987329101562523
2022-09-12,1,629550.0,4219110.0,0,34.65639038085942
2022-09-13,1,629550.0,4219110.0,0,26.75688354492189
2022-09-14,1,629550.0,4219110.0,0,23.15611450195314
2022-09-15,1,629550.0,4219110.0,0,27.476209716796916
2022-09-18,1,629550.0,4219110.0,0,10.30887329101563
2022-09-19,1,629550.0,4219110.0,0,12.227126464843764
2022-09-20,1,629550.0,4219110.0,0,NA
2022-09-21,1,629550.0,4219110.0,0,15.937318115234405
2022-09-22,1,629550.0,4219110.0,0,12.27297485351562
2022-09-23,1,629550.0,4219110.0,0,11.793031005859405
2022-09-26,1,629550.0,4219110.0,0,22.63472656250002
2022-09-27,1,629550.0,4219110.0,0,23.20241088867192
2022-09-28,1,629550.0,4219110.0,0,19.571962890625002
2022-09-29,1,629550.0,4219110.0,0,22.07939086914064
2022-09-30,1,629550.0,4219110.0,0,19.118505859375034
